1318232,2021,3,7,0,0,1,0,0,0,0,0,-17,4294967.5,3750000.25,0,0,0,0,0,24.495001,18000
1518220,2021,3,7,0,0,1,0,0,0,0,0,-17,4294967.5,3750000.25,0,0,0,0,0,24.749001,18000
1718229,2021,3,7,0,0,1,0,0,0,0,0,-17,4294967.5,3750000.25,0,0,0,0,0,24.875,18000
1918217,2021,3,7,0,0,1,0,0,0,0,0,-17,4294967.5,3750000.25,0,0,0,0,0,25.125,18000
2117632,2021,3,7,0,0,1,0,0,0,0,0,-17,4294967.5,3750000.25,0,0,0,0,0,25.249001,18000
2318312,2021,3,7,0,0,2,0,0,0,0,0,-17,4294967.5,3750000.25,0,0,0,0,0,25.495001,18000
2518239,2021,3,7,0,0,2,0,0,0,0,0,-17,4294967.5,3750000.25,0,0,0,0,0,25.739,18000
2718220,2021,3,7,0,0,2,0,0,0,0,0,-17,4294967.5,3750000.25,0,0,0,0,0,25.860001,18000
2918503,2021,3,7,0,0,2,0,0,0,0,0,-17,4294967.5,3750000.25,0,0,0,0,0,26.101,18000
3117855,2021,3,7,0,0,2,0,0,0,0,0,-17,4294967.5,3750000.25,0,0,0,0,0,26.219999,18000
3318274,2021,3,7,0,0,3,0,0,0,0,0,-17,4294967.5,3750000.25,0,0,0,0,0,26.458,18000
3518217,2021,3,7,0,0,3,0,0,0,0,0,-17,4294967.5,3750000.25,0,0,0,0,0,26.693001,18000
3718471,2021,3,7,0,0,3,0,0,0,0,0,-17,4294967.5,3750000.25,0,0,0,0,0,26.809999,18000
3918418,2021,3,7,0,0,3,0,0,0,0,0,-17,4294967.5,3750000.25,0,0,0,0,0,27.042,18000
4118442,2021,3,7,0,0,3,0,0,0,0,0,-17,4294967.5,3750000.25,0,0,0,0,0,27.157,18000
4318409,2021,3,7,0,0,4,0,0,0,0,0,-17,4294967.5,3750000.25,0,0,0,0,0,27.386,18000
