30000000,21.17,992.22,0.078,-0.02,1.104,0.042,-0.05,1.004,-0.105,0.14,-0.192,-5.4,4.323,-4.947
30039602,21.19,992.25,0.098,-0.018,1.078,0.042,-0.048,1.003,-0.123,0.035,-0.298,-5.4,4.32,-4.939
30079209,21.17,992.22,0.102,-0.023,1.09,0.042,-0.048,1.004,-0.123,-0.035,-0.298,-5.397,4.323,-4.947
30118810,21.19,992.25,0.078,-0.018,1.09,0.041,-0.05,1.005,-0.123,-0.018,-0.192,-5.402,4.326,-4.957
30158413,21.19,992.45,0.088,-0.008,1.098,0.041,-0.049,1.004,-0.123,0.018,-0.298,-5.398,4.314,-4.947
30198021,21.2,992.09,0.096,-0.025,1.088,0.041,-0.048,1.003,-0.123,-0.07,-0.21,-5.403,4.317,-4.95
30237621,21.22,992.53,0.105,-0.025,1.096,0.042,-0.046,1.006,-0.105,0.018,-0.192,-5.394,4.321,-4.947
30277229,21.19,992.45,0.092,-0.023,1.098,0.042,-0.047,1.002,-0.192,-0.052,-0.333,-5.403,4.314,-4.949
30316829,21.17,992.22,0.072,-0.014,1.098,0.041,-0.05,1.004,-0.175,0.035,-0.175,-5.405,4.327,-4.944
30356433,21.2,992.49,0.08,-0.012,1.096,0.042,-0.05,1.003,-0.14,-0.07,-0.245,-5.392,4.325,-4.953
30396041,21.19,991.85,0.096,-0.021,1.088,0.041,-0.049,1.005,-0.035,0.07,-0.315,-5.403,4.329,-4.959
30435642,21.19,992.45,0.096,-0.02,1.096,0.04,-0.049,1.003,-0.175,0.262,-0.14,-5.402,4.327,-4.943
30475249,21.17,992.42,0.09,-0.02,1.08,0.043,-0.049,1.005,-0.087,-0.105,-0.333,-5.396,4.323,-4.947
30514849,21.19,992.25,0.08,-0.021,1.1,0.041,-0.049,1.006,-0.052,0.018,-0.21,-5.392,4.331,-4.949
30554453,21.17,992.02,0.074,-0.02,1.082,0.04,-0.047,1.005,-0.21,0.052,-0.245,-5.402,4.319,-4.949
30594059,21.17,992.42,0.096,-0.021,1.1,0.042,-0.052,1.005,-0.157,0.0,-0.315,-5.397,4.317,-4.944
30633661,21.17,992.22,0.092,-0.014,1.088,0.042,-0.049,1.004,-0.105,0.018,-0.28,-5.394,4.32,-4.943
30673269,21.19,992.25,0.084,-0.018,1.104,0.041,-0.049,1.005,-0.157,0.052,-0.123,-5.403,4.321,-4.949
30712869,21.19,992.25,0.078,-0.012,1.092,0.041,-0.049,1.003,-0.175,0.087,-0.28,-5.402,4.321,-4.945
30752473,21.2,992.29,0.074,-0.016,1.092,0.043,-0.049,1.005,-0.14,0.0,-0.28,-5.405,4.319,-4.947
30792079,21.19,992.25,0.09,-0.025,1.098,0.042,-0.047,1.004,-0.157,0.087,-0.228,-5.403,4.308,-4.953
30831681,21.16,992.38,0.098,-0.023,1.082,0.041,-0.048,1.003,-0.087,0.262,-0.21,-5.386,4.32,-4.947
30871288,21.19,992.25,0.09,-0.023,1.102,0.041,-0.048,1.005,-0.105,0.123,-0.228,-5.402,4.321,-4.951
30910889,21.2,992.29,0.072,-0.012,1.092,0.041,-0.048,1.004,-0.105,0.035,-0.298,-5.402,4.319,-4.949
30950493,21.19,992.45,0.08,-0.02,1.109,0.041,-0.052,1.002,-0.07,0.018,-0.262,-5.397,4.319,-4.95
30990100,21.17,992.42,0.082,-0.02,1.094,0.043,-0.048,1.005,-0.123,-0.052,-0.298,-5.403,4.326,-4.953
31029701,21.19,992.25,0.104,-0.021,1.086,0.042,-0.048,1.004,-0.14,0.14,-0.21,-5.403,4.323,-4.945
31069308,21.16,992.18,0.092,-0.01,1.098,0.041,-0.05,1.005,-0.105,0.192,-0.175,-5.396,4.317,-4.943
31108909,21.19,992.25,0.072,-0.018,1.082,0.041,-0.05,1.003,-0.123,0.052,-0.298,-5.411,4.326,-4.944
