timestamp,year,month,day,hour,min,sec,valid_flags,num_sats,lon,lat,height,height_msl,accuracy_horiz,accuracy_vertical,vel_north,vel_east,vel_down,ground_speed,hdg,accuracy_speed,accuracy_hdg
4011968875,2024,2,11,17,25,43,3,0,0,0,0,-17,4294967.5,3849663.25,0,0,0,0,0,402.976,18000
4012057725,2024,2,11,17,25,43,3,0,0,0,0,-17,4294967.5,3849671.25,0,0,0,0,0,402.981,18000
4012165674,2024,2,11,17,25,43,3,0,0,0,0,-17,4294967.5,3849679.25,0,0,0,0,0,402.986,18000
4012255209,2024,2,11,17,25,43,3,0,0,0,0,-17,4294967.5,3849687.5,0,0,0,0,0,402.992,18000
4012363693,2024,2,11,17,25,43,3,0,0,0,0,-17,4294967.5,3849695.5,0,0,0,0,0,402.997,18000
4012453234,2024,2,11,17,25,43,3,0,0,0,0,-17,4294967.5,3849703.5,0,0,0,0,0,403.002,18000
4012568205,2024,2,11,17,25,43,3,0,0,0,0,-17,4294967.5,3849711.25,0,0,0,0,0,403.006,18000
4012651248,2024,2,11,17,25,43,3,0,0,0,0,-17,4294967.5,3849719.5,0,0,0,0,0,403.011,18000
4012779954,2024,2,11,17,25,44,3,0,0,0,0,-17,4294967.5,3849727.5,0,0,0,0,0,403.016,18000
4012845099,2024,2,11,17,25,44,3,0,0,0,0,-17,4294967.5,3849735.5,0,0,0,0,0,403.022,18000
4012956884,2024,2,11,17,25,44,3,0,0,0,0,-17,4294967.5,3849743.5,0,0,0,0,0,403.027,18000
4013165451,2024,2,11,17,25,44,3,0,0,0,0,-17,4294967.5,3849759.5,0,0,0,0,0,403.036,18000
4013249601,2024,2,11,17,25,44,3,0,0,0,0,-17,4294967.5,3849767.5,0,0,0,0,0,403.041,18000
4013349837,2024,2,11,17,25,44,3,0,0,0,0,-17,4294967.5,3849775.75,0,0,0,0,0,403.046,18000
4013443320,2024,2,11,17,25,44,3,0,0,0,0,-17,4294967.5,3849783.75,0,0,0,0,0,403.052,18000
4013547859,2024,2,11,17,25,44,3,0,0,0,0,-17,4294967.5,3849791.75,0,0,0,0,0,403.057,18000
4013654899,2024,2,11,17,25,44,3,0,0,0,0,-17,4294967.5,3849799.75,0,0,0,0,0,403.062,18000
4013789438,2024,2,11,17,25,45,3,0,0,0,0,-17,4294967.5,3849807.75,0,0,0,0,0,403.066,18000
4013833780,2024,2,11,17,25,45,3,0,0,0,0,-17,4294967.5,3849815.75,0,0,0,0,0,403.071,18000
4013943328,2024,2,11,17,25,45,3,0,0,0,0,-17,4294967.5,3849823.75,0,0,0,0,0,403.076,18000
4014038169,2024,2,11,17,25,45,3,0,0,0,0,-17,4294967.5,3849832,0,0,0,0,0,403.082,18000
4014171038,2024,2,11,17,25,45,3,0,0,0,0,-17,4294967.5,3849840.25,0,0,0,0,0,403.085,18000
4014235091,2024,2,11,17,25,45,3,0,0,0,0,-17,4294967.5,3849848,0,0,0,0,0,403.091,18000
4014339359,2024,2,11,17,25,45,3,0,0,0,0,-17,4294967.5,3849856,0,0,0,0,0,403.096,18000
4014434207,2024,2,11,17,25,45,3,0,0,0,0,-17,4294967.5,3849864,0,0,0,0,0,403.101,18000
4014538499,2024,2,11,17,25,45,3,0,0,0,0,-17,4294967.5,3849871.75,0,0,0,0,0,403.105,18000
4014633206,2024,2,11,17,25,45,3,0,0,0,0,-17,4294967.5,3849880,0,0,0,0,0,403.110,18000
4014761613,2024,2,11,17,25,46,3,0,0,0,0,-17,4294967.5,3849888,0,0,0,0,0,403.115,18000
4014823884,2024,2,11,17,25,46,3,0,0,0,0,-17,4294967.5,3849896.25,0,0,0,0,0,403.121,18000
4014929254,2024,2,11,17,25,46,3,0,0,0,0,-17,4294967.5,3849904.25,0,0,0,0,0,403.126,18000
4015033546,2024,2,11,17,25,46,3,0,0,0,0,-17,4294967.5,3849912.25,0,0,0,0,0,403.131,18000
4015126962,2024,2,11,17,25,46,3,0,0,0,0,-17,4294967.5,3849920.25,0,0,0,0,0,403.135,18000
4015232229,2024,2,11,17,25,46,3,0,0,0,0,-17,4294967.5,3849928.25,0,0,0,0,0,403.140,18000
4015329150,2024,2,11,17,25,46,3,0,0,0,0,-17,4294967.5,3849936.25,0,0,0,0,0,403.145,18000
4015429259,2024,2,11,17,25,46,3,0,0,0,0,-17,4294967.5,3849944.25,0,0,0,0,0,403.151,18000
4015529269,2024,2,11,17,25,46,3,0,0,0,0,-17,4294967.5,3849952.5,0,0,0,0,0,403.156,18000
4015627288,2024,2,11,17,25,46,3,0,0,0,0,-17,4294967.5,3849960.5,0,0,0,0,0,403.161,18000
4015759840,2024,2,11,17,25,47,3,0,0,0,0,-17,4294967.5,3849968.5,0,0,0,0,0,403.165,18000
4015829470,2024,2,11,17,25,47,3,0,0,0,0,-17,4294967.5,3849976.5,0,0,0,0,0,403.170,18000
4015925308,2024,2,11,17,25,47,3,0,0,0,0,-17,4294967.5,3849984.5,0,0,0,0,0,403.175,18000
4016024307,2024,2,11,17,25,47,3,0,0,0,0,-17,4294967.5,3849992.5,0,0,0,0,0,403.180,18000
4016123327,2024,2,11,17,25,47,3,0,0,0,0,-17,4294967.5,3850000.5,0,0,0,0,0,403.186,18000
4016222336,2024,2,11,17,25,47,3,0,0,0,0,-17,4294967.5,3850008.75,0,0,0,0,0,403.191,18000
4016321335,2024,2,11,17,25,47,3,0,0,0,0,-17,4294967.5,3850016.75,0,0,0,0,0,403.196,18000
4016425606,2024,2,11,17,25,47,3,0,0,0,0,-17,4294967.5,3850024.75,0,0,0,0,0,403.200,18000
4016523635,2024,2,11,17,25,47,3,0,0,0,0,-17,4294967.5,3850032.75,0,0,0,0,0,403.205,18000
4016618376,2024,2,11,17,25,47,3,0,0,0,0,-17,4294967.5,3850041,0,0,0,0,0,403.209,18000
4016755204,2024,2,11,17,25,48,3,0,0,0,0,-17,4294967.5,3850049,0,0,0,0,0,403.214,18000
4016819563,2024,2,11,17,25,48,3,0,0,0,0,-17,4294967.5,3850057,0,0,0,0,0,403.220,18000
4016915080,2024,2,11,17,25,48,3,0,0,0,0,-17,4294967.5,3850065,0,0,0,0,0,403.225,18000
4017014091,2024,2,11,17,25,48,3,0,0,0,0,-17,4294967.5,3850073,0,0,0,0,0,403.230,18000
4017113110,2024,2,11,17,25,48,3,0,0,0,0,-17,4294967.5,3850081,0,0,0,0,0,403.234,18000
