7407,11.47,996.830017,-0.064453,0.035156,-0.990234,NAN,NAN,NAN,NAN,NAN,NAN,0.7215,-0.279,0.7395
17407,11.47,996.830017,-0.042969,0.042969,-0.984375,NAN,NAN,NAN,NAN,NAN,NAN,0.732,-0.288,0.7365
27407,11.51,996.940002,-0.070312,0.035156,-0.976562,NAN,NAN,NAN,NAN,NAN,NAN,0.732,-0.2895,0.738
37407,11.48,996.669983,-0.046875,0.052734,-0.990234,NAN,NAN,NAN,NAN,NAN,NAN,0.726,-0.2895,0.732
47407,11.47,997.210022,-0.064453,0.044922,-0.990234,NAN,NAN,NAN,NAN,NAN,NAN,0.7335,-0.282,0.7395
57407,11.42,996.940002,-0.041016,0.039062,-0.984375,NAN,NAN,NAN,NAN,NAN,NAN,0.7305,-0.291,0.7335
67407,11.45,996.789978,-0.042969,0.054688,-0.994141,NAN,NAN,NAN,NAN,NAN,NAN,0.7305,-0.288,0.7365
77407,11.45,996.789978,-0.044922,0.054688,-0.980469,NAN,NAN,NAN,NAN,NAN,NAN,0.7245,-0.285,0.741
87407,11.47,996.830017,-0.046875,0.058594,-0.994141,NAN,NAN,NAN,NAN,NAN,NAN,0.7305,-0.291,0.738
97407,11.51,997.130005,-0.041016,0.041016,-0.970703,NAN,NAN,NAN,NAN,NAN,NAN,0.7275,-0.288,0.735
107407,11.47,996.630005,-0.042969,0.0625,-0.982422,NAN,NAN,NAN,NAN,NAN,NAN,0.7275,-0.2925,0.7425
117407,11.45,996.97998,-0.035156,0.054688,-0.990234,NAN,NAN,NAN,NAN,NAN,NAN,0.723,-0.2865,0.735
127407,11.41,996.900024,-0.0625,0.0625,-0.980469,NAN,NAN,NAN,NAN,NAN,NAN,0.7365,-0.2865,0.7395
137407,11.45,997.169983,-0.054688,0.046875,-0.966797,NAN,NAN,NAN,NAN,NAN,NAN,0.7305,-0.2865,0.7365
147407,11.48,997.049988,-0.052734,0.054688,-0.972656,NAN,NAN,NAN,NAN,NAN,NAN,0.7305,-0.288,0.732
157407,11.47,996.830017,-0.044922,0.044922,-0.980469,NAN,NAN,NAN,NAN,NAN,NAN,0.729,-0.2925,0.744
167407,11.51,997.320007,-0.056641,0.056641,-0.990234,NAN,NAN,NAN,NAN,NAN,NAN,0.735,-0.288,0.744
177407,11.45,996.789978,-0.041016,0.044922,-0.998047,NAN,NAN,NAN,NAN,NAN,NAN,0.729,-0.291,0.738
187407,11.45,996.400024,-0.037109,0.054688,-1.001953,NAN,NAN,NAN,NAN,NAN,NAN,0.735,-0.288,0.735
197407,11.45,996.789978,-0.044922,0.052734,-0.982422,NAN,NAN,NAN,NAN,NAN,NAN,0.723,-0.2895,0.7395
207407,11.42,996.559998,-0.060547,0.042969,-0.982422,NAN,NAN,NAN,NAN,NAN,NAN,0.738,-0.294,0.7455
217407,11.5,997.280029,-0.037109,0.035156,-0.990234,NAN,NAN,NAN,NAN,NAN,NAN,0.729,-0.2925,0.7365
227407,11.45,996.400024,-0.048828,0.050781,-0.978516,NAN,NAN,NAN,NAN,NAN,NAN,0.732,-0.2865,0.7395
237407,11.48,997.049988,-0.050781,0.056641,-0.990234,NAN,NAN,NAN,NAN,NAN,NAN,0.732,-0.2955,0.7335
247407,11.47,997.02002,-0.056641,0.042969,-1,NAN,NAN,NAN,NAN,NAN,NAN,0.726,-0.294,0.7365
257407,11.47,996.830017,-0.050781,0.03125,-0.984375,NAN,NAN,NAN,NAN,NAN,NAN,0.7335,-0.2865,0.7365
267407,11.5,996.710022,-0.056641,0.044922,-0.986328,NAN,NAN,NAN,NAN,NAN,NAN,0.723,-0.2835,0.7365
277407,11.47,996.830017,-0.054688,0.052734,-0.986328,NAN,NAN,NAN,NAN,NAN,NAN,0.729,-0.2835,0.7395
287407,11.47,996.830017,-0.044922,0.041016,-0.992188,NAN,NAN,NAN,NAN,NAN,NAN,0.7305,-0.2895,0.7395
297407,11.48,996.859985,-0.041016,0.039062,-1.001953,NAN,NAN,NAN,NAN,NAN,NAN,0.7305,-0.2895,0.7365
307407,11.45,996.599976,-0.044922,0.046875,-0.986328,NAN,NAN,NAN,NAN,NAN,NAN,0.7335,-0.288,0.7365
317407,11.41,996.710022,-0.044922,0.044922,-0.982422,NAN,NAN,NAN,NAN,NAN,NAN,0.7335,-0.288,0.738
327407,11.42,996.75,-0.044922,0.033203,-0.978516,NAN,NAN,NAN,NAN,NAN,NAN,0.726,-0.2775,0.735
337407,11.47,996.830017,-0.041016,0.039062,-0.972656,NAN,NAN,NAN,NAN,NAN,NAN,0.7305,-0.285,0.741
347407,11.47,997.02002,-0.056641,0.039062,-0.970703,NAN,NAN,NAN,NAN,NAN,NAN,0.732,-0.2835,0.738
357407,11.45,996.789978,-0.058594,0.029297,-0.972656,NAN,NAN,NAN,NAN,NAN,NAN,0.7275,-0.2835,0.7425
367407,11.41,996.52002,-0.048828,0.048828,-0.976562,NAN,NAN,NAN,NAN,NAN,NAN,0.726,-0.2895,0.738
377407,11.5,997.280029,-0.046875,0.056641,-0.978516,NAN,NAN,NAN,NAN,NAN,NAN,0.7275,-0.2835,0.741
387407,11.51,997.320007,-0.056641,0.042969,-0.984375,NAN,NAN,NAN,NAN,NAN,NAN,0.7305,-0.2895,0.738
