1325544,2021,3,7,0,0,1,0,0,0,0,0,-17,4294967.5,3750000.25,0,0,0,0,0,24.495001,18000
1525628,2021,3,7,0,0,1,0,0,0,0,0,-17,4294967.5,3750000.25,0,0,0,0,0,24.749001,18000
1725545,2021,3,7,0,0,1,0,0,0,0,0,-17,4294967.5,3750000.25,0,0,0,0,0,24.875,18000
1925545,2021,3,7,0,0,1,0,0,0,0,0,-17,4294967.5,3750000.25,0,0,0,0,0,25.125,18000
2125446,2021,3,7,0,0,1,0,0,0,0,0,-17,4294967.5,3750000.25,0,0,0,0,0,25.249001,18000
2325991,2021,3,7,0,0,2,0,0,0,0,0,-17,4294967.5,3750000.25,0,0,0,0,0,25.495001,18000
2525445,2021,3,7,0,0,2,0,0,0,0,0,-17,4294967.5,3750000.25,0,0,0,0,0,25.739,18000
2725443,2021,3,7,0,0,2,0,0,0,0,0,-17,4294967.5,3750000.25,0,0,0,0,0,25.860001,18000
2925605,2021,3,7,0,0,2,0,0,0,0,0,-17,4294967.5,3750000.25,0,0,0,0,0,26.101,18000
3123999,2021,3,7,0,0,2,0,0,0,0,0,-17,4294967.5,3750000.25,0,0,0,0,0,26.219999,18000
3326173,2021,3,7,0,0,3,0,0,0,0,0,-17,4294967.5,3750000.25,0,0,0,0,0,26.458,18000
3526080,2021,3,7,0,0,3,0,0,0,0,0,-17,4294967.5,3750000.25,0,0,0,0,0,26.693001,18000
3726081,2021,3,7,0,0,3,0,0,0,0,0,-17,4294967.5,3750000.25,0,0,0,0,0,26.809999,18000
3926174,2021,3,7,0,0,3,0,0,0,0,0,-17,4294967.5,3750000.25,0,0,0,0,0,27.042,18000
4126081,2021,3,7,0,0,3,0,0,0,0,0,-17,4294967.5,3750000.25,0,0,0,0,0,27.157,18000
4326128,2021,3,7,0,0,4,0,0,0,0,0,-17,4294967.5,3750000.25,0,0,0,0,0,27.386,18000
4524989,2021,3,7,0,0,4,0,0,0,0,0,-17,4294967.5,3750000.25,0,0,0,0,0,27.613001,18000
4726083,2021,3,7,0,0,4,0,0,0,0,0,-17,4294967.5,3750000.25,0,0,0,0,0,27.726,18000
4926129,2021,3,7,0,0,4,0,0,0,0,0,-17,4294967.5,3750000.25,0,0,0,0,0,27.951,18000
5126262,2021,3,7,0,0,4,0,0,0,0,0,-17,4294967.5,3750000.25,0,0,0,0,0,28.062,18000
5326150,2021,3,7,0,0,5,0,0,0,0,0,-17,4294967.5,3750000.25,0,0,0,0,0,28.284,18000
5525195,2021,3,7,0,0,5,0,0,0,0,0,-17,4294967.5,3750000.25,0,0,0,0,0,28.504,18000
5725443,2021,3,7,0,0,5,0,0,0,0,0,-17,4294967.5,3750000.25,0,0,0,0,0,28.614,18000
5926175,2021,3,7,0,0,5,0,0,0,0,0,-17,4294967.5,3750000.25,0,0,0,0,0,28.830999,18000
6125354,2021,3,7,0,0,5,0,0,0,0,0,-17,4294967.5,3750000.25,0,0,0,0,0,28.940001,18000
6325360,2021,3,7,0,0,6,0,0,0,0,0,-17,4294967.5,3750000.25,0,0,0,0,0,29.155001,18000
6524625,2021,3,7,0,0,6,0,0,0,0,0,-17,4294967.5,3750000.25,0,0,0,0,0,29.368,18000
6725444,2021,3,7,0,0,6,0,0,0,0,0,-17,4294967.5,3750000.25,0,0,0,0,0,29.475,18000
6926079,2021,3,7,0,0,6,0,0,0,0,0,-17,4294967.5,3750000.25,0,0,0,0,0,29.686001,18000
7125360,2021,3,7,0,0,6,0,0,0,0,0,-17,4294967.5,3750000.25,0,0,0,0,0,29.791,18000
7325173,2021,3,7,0,0,7,0,0,0,0,0,-17,4294967.5,3750000.25,0,0,0,0,0,30,18000
7525079,2021,3,7,0,0,7,0,0,0,0,0,-17,4294967.5,3750000.25,0,0,0,0,0,30.208,18000
7725364,2021,3,7,0,0,7,0,0,0,0,0,-17,4294967.5,3750000.25,0,0,0,0,0,30.311001,18000
7925446,2021,3,7,0,0,7,0,0,0,0,0,-17,4294967.5,3750000.25,0,0,0,0,0,30.516001,18000
8125263,2021,3,7,0,0,7,0,0,0,0,0,-17,4294967.5,3750000.25,0,0,0,0,0,30.618999,18000
8324173,2021,3,7,0,0,8,0,0,0,0,0,-17,4294967.5,3750000.25,0,0,0,0,0,30.822001,18000
8524175,2021,3,7,0,0,8,0,0,0,0,0,-17,4294967.5,3750000.25,0,0,0,0,0,31.024,18000
8724011,2021,3,7,0,0,8,0,0,0,0,0,-17,4294967.5,3750000.25,0,0,0,0,0,31.125,18000
8923749,2021,3,7,0,0,8,0,0,0,0,0,-17,4294967.5,3750000.25,0,0,0,0,0,31.325001,18000
9124023,2021,3,13,17,52,58,2,0,0,0,0,-17,4294967.5,3750000.25,0,0,0,0,0,31.424999,18000
9323909,2021,3,13,17,52,58,2,0,0,0,0,-17,4294967.5,3750000.25,0,0,0,0,0,31.642,18000
9523978,2021,3,13,17,52,58,2,0,0,0,0,-17,4294967.5,3750000.25,0,0,0,0,0,31.740999,18000
9724116,2021,3,13,17,52,59,2,0,0,0,0,-17,4294967.5,3750000.25,0,0,0,0,0,31.937,18000
9923078,2021,3,13,17,52,59,2,0,0,0,0,-17,4294967.5,3750000.25,0,0,0,0,0,32.035,18000
10123986,2021,3,13,17,52,59,2,0,0,0,0,-17,4294967.5,3750000.25,0,0,0,0,0,32.229,18000
10324707,2021,3,13,17,52,59,2,0,0,0,0,-17,4294967.5,3750000.25,0,0,0,0,0,32.422001,18000
10524109,2021,3,13,17,52,59,2,0,0,0,0,-17,4294967.5,3750000.25,0,0,0,0,0,32.519001,18000
